time,open,high,low,close,volume,RSI,MACD,Signal,SMA,Bollinger_Upper,Bollinger_Lower,Buy_Signal,Sell_Signal
2025-01-17 00:10:00,100182.74,100350.0,100141.02,100277.8,64.69505,,0.0,0.0,,,,False,False
2025-01-17 00:15:00,100277.79,100434.96,100243.92,100293.43,62.54618,,1.246837606857298,0.2493675213714596,,,,False,False
2025-01-17 00:20:00,100293.43,100330.0,100275.87,100299.98,71.18375,,2.732002824675874,0.7458945820323424,,,,False,False
2025-01-17 00:25:00,100299.99,100299.99,100065.24,100156.0,194.34937,,-7.621124173616408,-0.9275091690974079,,,,False,False
2025-01-17 00:30:00,100155.99,100216.0,100113.9,100177.74,40.92143,,-13.91145302784571,-3.5242979408470685,,,,False,False
2025-01-17 00:35:00,100177.73,100230.35,100114.69,100226.78,38.91289,,-14.769215485983295,-5.773281449874315,,,,False,False
2025-01-17 00:40:00,100226.78,100300.0,100176.96,100190.3,42.68742,,-18.18302692200814,-8.25523054430108,,,,False,False
2025-01-17 00:45:00,100190.31,100190.31,100069.86,100081.99,35.58052,,-29.290565489558503,-12.462297533352565,,,,False,False
2025-01-17 00:50:00,100081.99,100130.0,100064.85,100129.99,17.72909,,-33.83019752409018,-16.73587753150009,,,,False,False
2025-01-17 00:55:00,100130.0,100160.9,100117.36,100120.58,25.93824,,-37.75201524316799,-20.939105073833673,,,,False,False
2025-01-17 01:00:00,100120.58,100221.42,100120.58,100150.01,46.29219,,-38.046749749657465,-24.36063400899843,,,,False,False
2025-01-17 01:05:00,100150.0,100300.0,100086.26,100163.95,100.24669,,-36.73206311230024,-26.834919829658794,,,,False,False
2025-01-17 01:10:00,100163.96,100188.65,100060.35,100080.79,30.63069,,-41.91728511310066,-29.85139288634717,,,,False,False
2025-01-17 01:15:00,100080.78,100194.66,100060.34,100106.44,45.1694,35.51038354867053,-43.45593727767118,-32.57230176461198,,,,False,False
2025-01-17 01:20:00,100106.45,100213.44,100050.0,100054.05,59.16605,32.620279318326354,-48.345468890620396,-35.72693518981366,,,,False,False
2025-01-17 01:25:00,100054.05,100256.0,100054.05,100215.07,31.18115,45.034849828919945,-38.7804527025728,-36.33763869236549,,,,False,False
2025-01-17 01:30:00,100215.07,100557.81,100204.83,100539.27,144.52143,60.81048113846886,-4.982443407643586,-30.06659963542111,,,,False,False
2025-01-17 01:35:00,100539.27,101208.26,100539.27,101164.0,991.37262,81.74803149606299,71.39026978248148,-9.77522575184059,,,,False,False
2025-01-17 01:40:00,101163.99,101666.0,101163.99,101635.49,656.39704,85.77739599950914,168.024614649039,25.784742328335327,,,,False,False
2025-01-17 01:45:00,101635.5,101833.28,101268.0,101316.78,437.29924,73.62457302377183,216.39631373649172,63.90705660996661,100369.022,101273.08396659067,99464.96003340933,False,False
2025-01-17 01:50:00,101316.77,101582.04,101210.89,101524.43,176.1667,76.91851385542866,268.39298608436366,104.80424250484603,100431.3535,101470.7105950762,99391.99640492379,False,False
2025-01-17 01:55:00,101524.44,101781.59,101520.53,101659.8,410.59385,81.49132786459859,316.87125660099264,147.21764532407536,100499.67199999999,101671.98053001291,99327.36346998707,False,False
2025-01-17 02:00:00,101659.8,101800.0,101500.0,101547.24,144.47313,77.57606889493344,342.26259382510034,186.22663502428037,100562.035,101819.24147466391,99304.8285253361,False,False
2025-01-17 02:05:00,101547.23,101647.58,101467.36,101581.33,129.02541,78.15208970123983,360.9750934300391,221.17632670543213,100633.3015,101953.60594376369,99312.99705623632,False,False
2025-01-17 02:10:00,101581.33,101812.5,101528.0,101812.49,111.53306,79.72833783957763,389.9623214005114,254.93352564444803,100715.039,102116.50793051392,99313.57006948609,False,False
2025-01-17 02:15:00,101812.49,102148.13,101803.13,102070.39,614.77692,81.35509591852833,428.8023168599757,289.70728388755356,100807.2195,102312.17143948059,99302.26756051942,False,False
2025-01-17 02:20:00,102070.39,102070.39,101847.82,102034.0,264.04601,82.62625655211119,451.44297066032595,322.05442124210805,100899.4045,102469.69584788456,99329.11315211545,False,False
2025-01-17 02:25:00,102033.99,102079.16,101847.82,101858.15,89.20665,77.86232587139833,450.00880516874895,347.64529802743624,100988.2125,102564.74501146306,99411.67998853693,False,False
2025-01-17 02:30:00,101858.15,101928.64,101696.3,101821.19,161.07141,78.24640034781717,440.80848969621,366.277936361191,101072.77249999999,102636.8567548698,99508.68824513018,False,False
2025-01-17 02:35:00,101821.19,101821.2,101615.11,101699.99,109.81153,74.04136957380533,418.90843068272807,376.8040352254984,101151.74299999999,102672.28392386265,99631.20207613733,False,False
2025-01-17 02:40:00,101700.0,101703.21,101549.52,101563.96,156.4458,67.66652069418541,386.12498352762486,378.66822488592373,101222.4405,102676.92202832224,99767.95897167776,False,False
2025-01-17 02:45:00,101563.95,101563.96,100995.74,101024.42,202.15055,47.52069345269812,312.9994339499535,365.5344666987297,101265.464,102636.63276775218,99894.29523224784,False,False
2025-01-17 02:50:00,101024.43,101133.37,100780.54,101103.31,209.70264,39.014985757337925,258.43361095945875,344.11429555087557,101316.59,102573.24027390493,100059.93972609506,False,False
2025-01-17 02:55:00,101103.3,101134.45,101020.11,101100.0,77.13993,44.85547486828991,212.4734520813363,317.7861268569677,101366.26800000001,102493.36461554955,100239.17138445047,False,False
2025-01-17 03:00:00,101100.0,101258.43,101082.12,101160.39,99.7537,40.71155926598779,178.86086661179434,290.00107480793304,101421.58499999999,102372.30965107858,100470.8603489214,False,False
2025-01-17 03:05:00,101160.4,101271.74,101111.27,101271.73,63.49042,39.97551159582742,159.36974276401452,263.87480839914934,101474.418,102242.78866552962,100706.0473344704,False,False
2025-01-17 03:10:00,101271.74,101271.74,100986.79,101013.99,73.07694,37.186357104753355,121.72228399137384,235.44430351759425,101498.15400000001,102167.88972724903,100828.41827275099,False,False
2025-01-17 03:15:00,101013.98,101129.69,100944.04,101050.49,64.20331,37.259024577572944,93.75094410976453,207.10563163602833,101492.4785,102175.92074271511,100809.03625728488,False,False
2025-01-17 03:20:00,101050.5,101065.69,100943.77,101014.7,36.55117,28.870184285660955,67.91264711864642,179.26703473255196,101461.439,102173.32961335668,100749.54838664332,False,False
2025-01-17 03:25:00,101014.69,101028.03,100954.01,100983.56,61.99766,17.285243848844203,44.41093127525528,152.29581404109265,101444.778,102185.92000635456,100703.63599364545,False,False
2025-01-17 03:30:00,100983.57,101065.39,100983.56,101011.55,48.76968,19.06672233416235,27.724619075728697,127.38157504801987,101419.13399999999,102183.79068439199,100654.47731560799,False,False
2025-01-17 03:35:00,101011.56,101258.17,101011.55,101155.48,91.50282,28.322690112602046,25.81694291855092,107.06864862212609,101393.918,102158.41998976994,100629.41601023007,False,False
2025-01-17 03:40:00,101155.48,101155.48,101008.68,101041.61,42.82645,27.03957211691366,14.944467947323574,88.64381248716559,101368.63650000001,102145.1375380656,100592.13546193442,False,False
2025-01-17 03:45:00,101041.61,101115.04,100982.26,101070.33,84.16663,30.38662330704325,8.546893904931494,72.62442877071878,101343.0865,102123.73711098595,100562.43588901406,False,False
2025-01-17 03:50:00,101070.32,101142.82,101021.08,101078.01,31.91815,33.547530860017204,4.049798642037786,58.90950274498258,101306.3625,102062.76338223605,100549.96161776395,False,False
2025-01-17 03:55:00,101078.02,101132.48,101022.0,101051.73,61.37446,51.41712589640599,-1.6161284003173932,46.80437651592259,101255.4295,101927.72207088131,100583.13692911869,False,False
2025-01-17 04:00:00,101051.73,101282.76,101040.0,101216.94,90.50371,55.41151930202242,7.142317687874311,38.87196475031294,101214.5765,101778.1781220991,100650.9748779009,False,False
2025-01-17 04:05:00,101216.95,101222.94,101069.5,101069.51,36.5531,48.72321002336642,2.1621564442903036,31.530003089108416,101175.1445,101652.98658624661,100697.30241375338,False,False
2025-01-17 04:10:00,101069.5,101069.51,100965.67,101000.81,53.06848,43.363663583737996,-7.244661127697327,23.77507024574727,101134.1255,101507.99533231444,100760.25566768555,False,False
2025-01-17 04:15:00,101000.81,101040.88,100952.1,101038.05,38.29166,39.643863785432245,-11.561402403429383,16.70777571591194,101101.0285,101365.03337868517,100837.02362131483,False,False
2025-01-17 04:20:00,101038.05,101219.1,101034.8,101169.25,112.34684,57.74998003354332,-4.345613916841103,12.497097789361332,101081.29299999999,101235.95870811741,100926.62729188257,False,False
2025-01-17 04:25:00,101169.24,101203.47,101065.21,101194.0,62.67816,57.2484923176383,3.3316632611386012,10.664010883716786,101089.772,101249.80982245092,100929.73417754908,False,False
2025-01-17 04:30:00,101194.0,101194.01,101035.12,101049.27,46.50568,51.57297951532061,-2.236756764774327,8.083857354018564,101087.06999999999,101247.9678854988,100926.17211450118,False,False
2025-01-17 04:35:00,101049.28,101137.89,101030.0,101137.89,32.94003,56.67315259220837,0.4954128076788038,6.566168444750613,101088.96449999999,101251.38845486759,100926.54054513239,False,False
2025-01-17 04:40:00,101137.88,101223.13,101109.23,101180.32,28.59762,57.20752654190782,6.015085118779098,6.45595177955631,101089.961,101254.46131859219,100925.4606814078,False,False
2025-01-17 04:45:00,101180.32,101261.36,101132.13,101254.57,37.7888,54.49955045363366,16.1941436517518,8.40359015399541,101089.103,101249.7452082704,100928.46079172961,False,False
2025-01-17 04:50:00,101254.57,101449.07,101254.57,101409.17,95.13808,66.09507461640854,36.317404398098006,13.98635300281593,101108.862,101319.90984976046,100897.81415023953,False,False
2025-01-17 04:55:00,101409.17,101490.78,101360.0,101481.29,51.04421,67.33657318349006,57.42278071619512,22.67363854549177,101130.402,101396.99317864366,100863.81082135634,False,False
2025-01-17 05:00:00,101481.28,101490.0,101410.14,101410.15,34.47621,63.299431408665015,67.62895554414717,31.664701945222852,101150.1745,101438.41399256255,100861.93500743744,False,False
2025-01-17 05:05:00,101410.14,101650.0,101404.16,101570.0,100.16539,68.7470609938725,87.60611296724528,42.85298414962734,101179.4965,101512.24802394143,100846.74497605856,False,False
2025-01-17 05:10:00,101570.01,101778.94,101570.0,101668.51,143.6157,67.16252270878763,110.11771934754506,56.30593118921089,101212.34449999999,101600.39912000121,100824.28987999877,False,False
2025-01-17 05:15:00,101668.52,101782.02,101606.32,101643.46,66.99226,74.0510731735945,124.50182441076322,69.94510983352136,101236.74350000001,101668.63191698691,100804.85508301311,False,False
2025-01-17 05:20:00,101643.47,101696.52,101614.04,101624.83,46.38548,77.29459724263484,132.866444338797,82.52937673457649,101265.90449999999,101720.47958040514,100811.32941959484,False,False
2025-01-17 05:25:00,101624.82,101687.28,101603.67,101624.99,61.24815,76.53339843043712,137.91853750932205,93.60720888952561,101293.6375,101765.32953114685,100821.94546885314,False,False
2025-01-17 05:30:00,101624.99,101698.85,101543.45,101619.99,94.54957,73.00069399085633,139.90614854026353,102.8669968196732,101320.7365,101802.43680815313,100839.03619184687,False,False
2025-01-17 05:35:00,101619.99,101633.04,101486.24,101555.64,38.57556,67.73718904496604,134.73568825350958,109.24073510644048,101345.932,101821.05769650354,100870.80630349646,False,False
2025-01-17 05:40:00,101555.64,101555.65,101343.33,101400.0,73.44493,67.01994467899252,116.73358189490682,110.73930446413377,101355.085,101826.78849627715,100883.38150372286,False,False
2025-01-17 05:45:00,101399.99,101446.79,101374.93,101399.24,84.17186,63.86486859277066,101.2384435011918,108.83913227154538,101371.5715,101823.90006820198,100919.24293179803,False,False
2025-01-17 05:50:00,101399.25,101520.0,101399.24,101491.64,39.8302,65.68425931523686,95.31560352319502,106.13442652187531,101396.113,101815.82769884355,100976.39830115644,False,False
2025-01-17 05:55:00,101491.63,101491.64,101301.4,101334.05,122.40153,53.6939951663877,77.01770207575464,100.31108163265118,101410.913,101796.99287693313,101024.83312306687,False,False
2025-01-17 06:00:00,101334.06,101451.95,101334.05,101415.38,43.15112,50.30971641746415,68.29190804058453,93.90724691423786,101423.2195,101792.17646188762,101054.2625381124,False,False
2025-01-17 06:05:00,101415.39,101513.0,101402.31,101512.99,50.93866,51.541798797689346,68.46375706671097,88.81854894473248,101439.16900000001,101793.70155248964,101084.63644751038,False,False
2025-01-17 06:10:00,101512.99,101537.86,101490.25,101532.14,36.45553,56.249295615913816,69.34581818897277,84.92400279358054,101463.3125,101768.3603913135,101158.2646086865,False,False
2025-01-17 06:15:00,101532.15,101585.4,101525.86,101559.99,21.24916,49.40701159911407,71.4682784051256,82.23285791588955,101484.41750000001,101750.59743161548,101218.23756838455,False,False
2025-01-17 06:20:00,101560.0,101586.96,101470.92,101552.0,27.89243,42.26884845589338,71.67934235333814,80.12215480337927,101503.0015,101728.59108759818,101277.41191240182,False,False
2025-01-17 06:25:00,101551.45,101551.46,101435.39,101435.39,30.99268,37.68918551125912,61.72562502097571,76.44284884689856,101512.04250000001,101708.29633980175,101315.78866019828,False,False
2025-01-17 06:30:00,101435.39,101460.0,101402.56,101438.55,20.94362,38.77290260366457,53.47578238142887,71.84943555380462,101513.5115,101706.94267522391,101320.08032477608,False,False
2025-01-17 06:35:00,101438.55,101481.58,101410.05,101449.99,53.96659,39.59423461135958,47.31541242300591,66.94263092764488,101511.94649999999,101706.97522352844,101316.91777647154,False,False
2025-01-17 06:40:00,101450.0,101468.8,101406.64,101457.92,23.47768,40.39653476493479,42.58229735675559,62.07056421346703,101514.335,101705.24098452223,101323.42901547778,False,False
2025-01-17 06:45:00,101457.91,101457.92,101302.6,101374.99,31.88155,39.5262004429552,31.77324940050312,56.01110125087425,101504.58450000001,101703.28087916622,101305.8881208338,False,False
2025-01-17 06:50:00,101375.0,101401.06,101359.44,101401.06,26.52954,50.07232335362011,25.0221918917523,49.81331937904986,101491.21200000001,101679.1652249316,101303.25877506843,False,False
2025-01-17 06:55:00,101401.05,101437.5,101346.44,101408.99,46.39812,50.65879268638766,20.080341229433543,43.8667237491266,101479.4885,101656.38136966401,101302.595630336,False,False
2025-01-17 07:00:00,101409.0,101458.93,101408.99,101444.08,41.44669,46.516669596297085,18.778887391657918,38.84915647763286,101470.451,101634.04790318801,101306.85409681199,False,False
2025-01-17 07:05:00,101444.08,101485.91,101422.17,101466.45,40.17532,62.092207649873615,19.32972683625121,34.94527054935653,101462.524,101609.0671180523,101315.9808819477,False,False
2025-01-17 07:10:00,101466.45,101661.0,101438.0,101618.83,144.87586,66.44678339881318,31.696683930014842,34.29555322548819,101462.466,101608.74738931189,101316.18461068811,False,False
2025-01-17 07:15:00,101618.83,101697.99,101618.82,101650.0,37.09804,62.408752513267935,43.51117528346367,36.13867763708329,101467.184,101631.13783142203,101303.23016857795,False,False
2025-01-17 07:20:00,101650.0,101651.99,101587.45,101638.98,24.2101,59.82093613266133,51.39260098450177,39.18946230656699,101479.133,101656.73615503382,101301.52984496618,False,False
2025-01-17 07:25:00,101638.98,101646.58,101563.82,101629.72,38.78799,56.636528028932815,56.2431470353622,42.600199252326036,101490.65699999999,101676.1669287003,101305.14707129968,False,False
2025-01-17 07:30:00,101629.72,101700.0,101567.08,101567.08,133.52488,51.30000000000018,54.40556178135739,44.96127175813231,101494.429,101683.06461854895,101305.79338145106,False,False
2025-01-17 07:35:00,101567.08,101589.79,101442.27,101556.26,160.37696,62.74435376731801,51.48271792959713,46.26556099242528,101505.5395,101680.04868750983,101331.03031249017,False,False
2025-01-17 07:40:00,101556.26,101899.49,101555.41,101668.51,191.04519,69.71198354191637,57.560458867039415,48.524540567348105,101518.196,101701.66022400733,101334.73177599267,False,False
2025-01-17 07:45:00,101668.51,101737.2,101570.24,101570.24,126.45006,58.97213973408178,53.82705978535523,49.58504441094953,101521.0585,101705.96156106339,101336.1554389366,False,False
2025-01-17 07:50:00,101570.0,101599.2,101456.52,101456.52,101.68906,49.90978451386778,41.216937316406984,47.911422992041025,101517.2775,101704.30686643909,101330.2481335609,False,False
2025-01-17 07:55:00,101456.52,101491.71,101401.0,101440.5,153.61526,54.619822005331045,29.589554329999373,44.2470492596327,101511.303,101700.21203264486,101322.39396735514,False,False
2025-01-17 08:00:00,101440.51,101586.94,101439.77,101544.88,97.01602,59.13351623228203,28.469188123199274,41.09147703234602,101510.947,101699.55971476948,101322.33428523052,False,False
2025-01-17 08:05:00,101544.88,101706.93,101533.92,101692.8,112.90854,65.30286527698388,39.066859179147286,40.686553461706275,101523.81749999999,101725.40527624563,101322.22972375435,False,False
2025-01-17 08:10:00,101692.8,101772.36,101682.01,101696.01,146.78405,64.06754296818261,47.18073981638008,41.98539073264104,101536.6905,101747.99929260128,101325.38170739872,False,False
2025-01-17 08:15:00,101696.02,101810.35,101645.33,101810.35,83.17158,67.41442171359154,62.12123615818564,46.01255981774996,101554.70850000001,101794.43367442641,101314.9833255736,False,False
2025-01-17 08:20:00,101810.34,101838.1,101749.15,101796.67,138.45234,60.4772004241778,72.02753686862707,51.215555227925385,101571.646,101829.74167058521,101313.55032941478,False,False
2025-01-17 08:25:00,101796.67,101900.0,101766.0,101899.99,134.88021,63.57387196611824,87.2101082301524,58.414465828370794,101597.896,101877.6584865114,101318.13351348859,False,False
2025-01-17 08:30:00,101900.0,102083.76,101880.01,102044.51,324.61767,69.23127993550513,109.64009880421509,68.65959242353965,101630.0685,101958.31319083949,101301.8238091605,False,False
2025-01-17 08:35:00,102044.51,102190.0,102016.86,102016.86,267.12033,68.04444693029055,123.75829542145948,79.67933302312362,101660.462,102014.10273518652,101306.82126481348,False,False
2025-01-17 08:40:00,102016.86,102026.76,101882.87,101964.6,134.97651,68.7092887533418,129.24032074355637,89.59153056721017,101686.488,102049.56696926166,101323.40903073833,False,False
2025-01-17 08:45:00,101964.61,101964.61,101695.0,101863.3,238.82797,63.31667881058989,123.98161897888349,96.46954824954484,101706.33050000001,102062.07919039093,101350.5818096091,False,False
2025-01-17 08:50:00,101863.3,102048.0,101822.3,102047.99,109.77416,65.48544006268,133.18176296408637,103.81199119245315,101727.7885,102111.9519334377,101343.6250665623,False,False
2025-01-17 08:55:00,102047.99,102220.14,102047.99,102136.01,176.25913,73.2821411816988,145.89365055403323,112.22832306476917,101752.089,102175.059893208,101329.11810679201,False,False
2025-01-17 09:00:00,102136.0,102276.46,102079.72,102202.58,176.61997,81.94078158714913,159.50092828914057,121.68284410964345,101780.269,102244.58786402627,101315.95013597373,False,False
2025-01-17 09:05:00,102202.59,102280.64,102117.08,102266.1,119.29491,83.96468594184546,173.41134898428572,132.02854508457193,101812.088,102318.29782117791,101305.8781788221,False,False
2025-01-17 09:10:00,102266.09,102288.0,102150.0,102182.19,93.7458,76.66769882250529,175.63995381399582,140.7508268304567,101842.8435,102360.9795061759,101324.7074938241,False,False
2025-01-17 09:15:00,102182.19,102217.66,102020.09,102032.0,130.77686,64.16662490185249,163.40344815277786,145.28135109492095,101866.6305,102372.91563411974,101360.34536588026,False,False
2025-01-17 09:20:00,102032.0,102080.33,102007.97,102034.99,75.23983,64.16003876487119,152.19281325407792,146.66364352675237,101884.9545,102387.56240097788,101382.34659902213,False,False
2025-01-17 09:25:00,102034.99,102090.18,101992.37,102026.07,135.29169,59.88145189365481,140.9635943077592,145.52363368295374,101907.746,102391.2418560712,101424.2501439288,False,False
2025-01-17 09:30:00,102026.07,102038.53,101870.68,101874.99,71.30324,53.186485914691,118.50738465684117,140.12038387773123,101928.6695,102363.74029856903,101493.59870143098,False,False
2025-01-17 09:35:00,101874.99,101920.12,101847.02,101867.42,97.86011,48.56290648523165,98.95910205677501,131.88812751353998,101950.01550000001,102321.48211112141,101578.5488888786,False,False
2025-01-17 09:40:00,101867.43,101932.81,101784.76,101801.53,69.08692,38.47955545440786,77.25957464009116,120.96241693885023,101962.84800000001,102290.53850363531,101635.15749636471,False,False
2025-01-17 09:45:00,101801.53,101873.37,101801.52,101825.05,59.8351,40.86992945746058,61.25430871946446,109.02079529497308,101969.46050000002,102279.04355668844,101659.87744331159,False,False
2025-01-17 09:50:00,101825.34,101940.12,101762.08,101927.78,87.48278,48.3277318557541,56.211501417303225,98.45893651943912,101981.049,102263.71456366159,101698.38343633841,False,False
2025-01-17 09:55:00,101927.78,101937.48,101743.19,101861.26,60.68086,49.90432596705774,46.31355835814611,88.02986088718052,101983.59449999999,102260.64886050126,101706.54013949873,False,False
2025-01-17 10:00:00,101861.26,101912.22,101794.14,101886.92,61.7156,41.12160866066198,40.077921393211,78.43947298838661,101988.107,102255.09950958175,101721.11449041826,False,False
2025-01-17 10:05:00,101886.93,101978.27,101860.0,101978.27,73.37035,41.33696535664949,42.022901874865056,71.1561587656823,101992.02100000001,102255.85089886055,101728.19110113947,False,False
2025-01-17 10:10:00,101978.26,102149.34,101936.31,102057.6,164.52226,42.14779349639343,49.39617260124942,66.80416153279573,101992.6755,102257.1178990591,101728.2331009409,False,False
2025-01-17 10:15:00,102057.61,102128.05,102000.52,102077.12,162.05174,39.252485270365234,56.16718331165612,64.67676588856781,101995.6885,102262.65228096767,101728.72471903234,False,False
2025-01-17 10:20:00,102077.13,102179.91,102031.35,102160.56,91.63755,48.76921851350251,67.48820670800342,65.23905405245495,102005.4865,102281.86419247159,101729.1088075284,False,False
2025-01-17 10:25:00,102160.56,102250.0,102160.56,102232.64,118.1114,62.5306020484633,81.33882952043496,68.45900914605096,102023.9535,102309.53254141573,101738.37445858428,False,False
2025-01-17 10:30:00,102232.64,102400.0,102173.59,102368.13,264.65832,67.8512485264169,102.07183794018056,75.18157490487688,102039.9605,102364.44984005543,101715.47115994457,False,False
2025-01-17 10:35:00,102368.14,102500.0,102348.78,102490.22,205.15287,72.18117694285347,126.8918093466491,85.52362179323133,102057.671,102438.08025352092,101677.26174647908,False,False
2025-01-17 10:40:00,102490.22,102581.45,102353.9,102372.23,225.07479,74.53858149588325,135.4792876924912,95.5147549730833,102066.1535,102467.17532401712,101665.13167598288,False,False
2025-01-17 10:45:00,102372.23,102411.78,102260.0,102402.0,77.2552,75.81564256601402,143.03826032594952,105.01945604365655,102072.94850000001,102492.41651372457,101653.48048627545,False,False
2025-01-17 10:50:00,102401.99,102402.0,102304.06,102313.08,59.49708,74.16596593002684,140.23713335413777,112.06299150575279,102079.49299999999,102510.07437965964,101648.91162034034,False,False
